title,release_year,author,genre,publisher,synopsis
Stay Hungry,2012,Temp Leblanc,War,Collins and Sons,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
All in a Night's Work,1996,Hebert Haslum,Drama,Aufderhar LLC,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
Rosencrantz and Guildenstern Are Dead,1996,Jamesy Junifer,Fantasy,Collins and Sons,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
"Better Way to Die, A",2005,Elbert Dampney,Romance,Mitchell and Koch,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
Death in Brunswick,2005,Joletta Benham,Crime,Schaefer-Schaefer,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
"Love Nest, The",1997,Helene Pencot,Horror,Collier and O'Hara,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
"Good Morning, Miss Dove",2005,Rosemonde Pendleberry,Sci-Fi,Schaefer-Schaefer,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
"Hell of a Day, A (Reines d'un jour)",2011,Silas Meneely,Horror,Lehner-Hermiston,Fusce consequat. Nulla nisl. Nunc nisl.
Burden of Dreams,1988,Whitby Floyed,Mystery,Reichert-Stamm,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
Devil's Knot,1990,Graham Gulberg,Romance,Goyette and Koss,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
Perfumed Nightmare,1995,Juliet Sherar,Comedy,Greenfelder-Koss,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
Tipping the Velvet,1995,Jacquenette Dounbare,Mystery,Rowe and Lehner,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus."
"Order, The",1989,Manfred Dacks,Documentary,Greenfelder-Koss,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
Princess Mononoke (Mononoke-hime),1995,Quentin Reschke,Sci-Fi,Zboncak-Feil,Fusce consequat. Nulla nisl. Nunc nisl.
Alabama's Ghost,1985,Genevra Fitzroy,Romance,Rolfson-Ebert,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
Supernova,1998,Leland Plet,War,Greenfelder-Batz,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
"Common Thread, A (a.k.a. Sequins) (Brodeuses)",1992,Glen Berrey,Documentary,Connelly and Dare,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
Shanghai,2009,Erny Soutter,Comedy,Johnson-Wiza,Phasellus in felis. Donec semper sapien a libero. Nam dui.
Someone's Gaze,2002,Elinor Coggles,Documentary,Collins and Sons,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
Burn Up!,1998,Anya Silbermann,Romance,Klocko and Wyman,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
MURDER and murder,1988,Kimmie Tuftin,War,Simonis and Wehner,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.
"Fantastic Four, The",2012,Whitby Floyed,Detective,Lang Inc,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
C'mon Man,1989,Gwennie Petrushanko,Mystery,Funk and Parker,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
Deceived,2007,Malva Pickerell,Sci-Fi,Huels and Sons,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
Babes in Toyland,2008,Channa Broe,Mystery,Collins and Sons,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
Jacknife,2008,Muhammad Duggan,Mystery,Ullrich LLC,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
Hail the Conquering Hero,2006,Katinka Eardley,Horror,Larson and Cartwright,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
Hanzo the Razor: Sword of Justice (Goyôkiba),1986,Ardath Pray,Comedy,Barton Group,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
Pushing Tin,2011,Wilek Blundel,Crime,Schiller-Hartmann,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
Around the World in 80 Days,1992,Ricky Gecke,Thriller,Lang Inc,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
Kivski Freski,2001,Mead Helversen,Action,Rolfson-Ebert,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
"Bridge, The (Most)",1998,Mariette Dufaire,Romance,Rolfson-Ebert,Phasellus in felis. Donec semper sapien a libero. Nam dui.
Europa Report,2004,Binky Durnian,Romance,Larson and Cartwright,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.
"Thrill of It All, The",1996,Ariadne Mitchener,Fantasy,Bosco and Kassulke,Fusce consequat. Nulla nisl. Nunc nisl.
Derailed,1988,Ronalda Bambury,Crime,Zboncak-Feil,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
Romy and Michele: In the Beginning,1992,Clarabelle Gildersleeve,Fantasy,Bosco and Kassulke,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
"Name for Evil, A",1996,Patsy Baggett,War,DuBuque-Mosciski,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
Lady for a Day,1995,Kathryn Boulder,Comedy,Schiller-Hartmann,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
Insidious: Chapter 2,2007,Shandee Lewis,Horror,Goyette and Koss,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
Ploy,2003,Zorana Francie,Crime,Fisher and Sons,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
Home from the Hill,1989,Gussie McMullen,Romance,Funk and Parker,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
Trick or Treat,1992,Karna Barbary,Documentary,Cummings LLC,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
Kill the Irishman,2004,Liliane Eskrick,Action,Barton Inc,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
Cheaper by the Dozen,1996,Malva Pickerell,Detective,Bode LLC,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.
A Gun for Jennifer,2010,Elbert Dampney,Documentary,Rolfson-Ebert,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
Outsourced,1996,Hyacintha Oliphard,Thriller,Weimann and Daugherty,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
Paradise,1992,Andrew Farrance,Drama,Kris-Stehr,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
My Favorite Brunette,1991,Rowen Castell,Sci-Fi,Moore Inc,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
April Showers,1993,Lazaro Folliss,Thriller,Fisher and Sons,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
Diabolique (Les diaboliques),1992,Neely Curro,Horror,Collins and Sons,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
Beijing Bicycle (Shiqi sui de dan che),1995,Becky Sirette,Mystery,Bode LLC,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
La Legge Violenta Della Squadra Anticrimine,2011,Raine Janus,Mystery,Rowe and Lehner,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
Presumed Innocent,1994,Darsie Greenough,Fantasy,Fisher and Sons,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
"Likeable Mister R, The (Simpaticul domn R)",1992,Rowen Castell,Thriller,Connelly and Dare,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
Grease 2,1995,Elita Mercik,Crime,Boyle and Gerhold,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
"Incredibles, The",2009,Jaye Lindermann,Documentary,Huel and Doyle,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
Welcome to L.A.,2012,Elita Mercik,Drama,Orn-Denesik,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
Asterix and Cleopatra (Astérix et Cléopâtre),2009,Betteanne Birchenhead,Fantasy,Fisher and Sons,Fusce consequat. Nulla nisl. Nunc nisl.
"Last House on the Left, The",2003,Tandy Cohalan,Drama,Aufderhar LLC,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
Period of Adjustment,1986,Robbi Aberkirder,Thriller,Robel-Boehm,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
I Like Killing Flies,2006,Estrella Felmingham,Horror,Robel-Boehm,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
Hidden (a.k.a. Cache) (Caché),2011,Andrew Farrance,Romance,Weimann and Daugherty,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
Robinson in Space,2006,Wood Olsson,Mystery,Greenfelder-Koss,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
Diary of a Shinjuku Thief (Shinjuku dorobo nikki),2011,Sherrie Biggs,Crime,Fisher and Sons,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
"Delicate Balance, A",2005,Eleanor Alexandersson,Horror,Hilpert Inc,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
Wer,2002,Belia Romer,Horror,Beatty-Beatty,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
Punk's Not Dead,2012,Mahmoud Addy,War,Larson and Cartwright,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
"Haunting of Molly Hartley, The",1996,Janifer Mariet,Romance,Moore Inc,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
Life After Beth,2005,Mirna Elliman,Fantasy,Barton Inc,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
"Unidentified Flying Oddball (a.k.a. Spaceman and King Arthur, The) (a.k.a. Spaceman in King Arthur's Court, A)",2010,Pat Sneezem,War,Reichert-Stamm,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.
"Danger! 50,000 Zombies",1992,Pennie Twinborough,Thriller,Beatty-Beatty,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
Will Ferrell: You're Welcome America - A Final Night with George W Bush,2008,Alix Leathem,Fantasy,Schaefer-Schaefer,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
"Shrink Is In, The",2010,Avram Remington,Thriller,Greenfelder-Koss,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
Friendly Persuasion,1994,Harri Spilsted,Romance,Klocko and Wyman,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
Daisy Kenyon,2006,Jenilee Libbie,Fantasy,Steuber Inc,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.
"Act of Killing, The",2005,Rafferty Ettridge,Fantasy,Hoppe and Bins,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
Troubled Water (DeUsynlige),2001,Joyous Burgne,Crime,Aufderhar LLC,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
11 Flowers (Wo 11),1998,Lemmie Stapleton,Thriller,Goyette and Koss,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
"Seduction of Joe Tynan, The",2010,Dallas Wessing,Drama,Greenfelder-Koss,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
"Deeper Shade of Blue, A",1993,Trumann Poulney,War,Feil and Schmeler,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.
Any Questions for Ben?,2006,Alina Bezley,War,Huels and Sons,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
The (Dead Mothers) Club,1962,Adah Jeroch,Crime,Greenfelder-Batz,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
Supermarket Woman (Sûpâ no onna),1993,Remus Giovannacci,Horror,Boyle and Gerhold,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
White Sands,1998,Had Cloney,Thriller,Beatty-Beatty,Fusce consequat. Nulla nisl. Nunc nisl.
Kikujiro (Kikujirô no natsu),2011,Karyl Morena,Fantasy,Aufderhar LLC,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
Peepli Live,1997,Job Mawtus,Drama,Kuhn Group,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
Tank on the Moon,1988,Anette Bragg,Documentary,Steuber Inc,In congue. Etiam justo. Etiam pretium iaculis justo.
"Spanish Main, The",1999,Eva Di Franceshci,Drama,Collins and Sons,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.
Clear and Present Danger,2010,Jenilee Libbie,Documentary,Goyette and Koss,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
"Walking Dead, The",1998,Sherrie Biggs,War,Larson and Cartwright,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.
OT: Our Town,2003,Daisie MacCoughan,Mystery,Kuhn Group,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
Taxidermia,1992,Roselia Durning,Romance,DuBuque-Mosciski,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
Silent Running,2011,Daisie MacCoughan,Sci-Fi,Greenfelder-Batz,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
There's a Girl in My Soup,1999,Ricky Gecke,Documentary,Barton Group,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
LOL,2012,Petronella Kenion,Detective,Orn-Denesik,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus."
